,77470,76430,76500,76900,161530,161580,161680,162420,162450,162890,163100,164290,164050,77650,77800,77610,165600,165460,165200,604900,603900,604020,603600,607150,6155A,6325O,7031,8025,8019,8416Y,8414A,8500A,9981A,0016A,76,0200E,B893,B228,B278
2003-07-25,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,
2003-07-26,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
2003-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
2003-08-01,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-08-02,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-05,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-06,1.0,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-08,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-09,,,,,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-10,,1.0,1.0,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,1.0,1.0,
2003-08-11,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-12,1.0,1.0,,,,1.0,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-13,1.0,,,,,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-14,,,,,,1.0,,1.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,1.0
2003-08-15,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2003-08-16,,,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0
2003-08-17,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
2003-08-18,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,
2003-08-19,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0
2003-08-20,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0
2003-08-21,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2003-08-22,,,1.0,,,1.0,1.0,1.0,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0
2003-08-23,,1.0,,,,1.0,,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,
2003-08-24,,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,
2003-08-25,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,1.0,,,1.0
2003-08-26,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,1.0
2003-08-27,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0
2003-08-28,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,
2003-08-29,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2003-08-30,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,
2003-08-31,,,,,1.0,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
2003-09-01,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
2003-09-02,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
2004-06-06,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-08,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-09,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-10,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-11,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-24,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
2004-06-25,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
2004-06-26,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,1.0,,1.0,1.0,1.0
2004-06-27,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0
2004-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0
2004-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,
2004-06-30,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,
2004-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
2004-07-05,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-06,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-07,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-08,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-09,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2004-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2004-08-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2004-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2004-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
2004-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,,
2004-08-10,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,1.0,1.0,,1.0,,,,,,
2004-08-11,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,
2004-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,
2004-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,
2004-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
2004-08-17,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,
2004-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,
2004-08-19,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,
2005-06-02,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2005-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
2005-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
2005-06-17,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,
2005-06-18,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0
2005-06-19,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2005-06-20,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0
2005-06-21,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0
2005-06-22,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,
2005-06-23,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2005-06-24,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,
2005-06-25,,,1.0,,,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0
2005-06-26,,,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,
2005-06-27,,,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
2005-06-28,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,1.0
2005-06-29,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,
2005-06-30,,,,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,
2005-07-02,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-03,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-04,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
2005-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0
2005-07-16,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0
2005-07-17,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,1.0,1.0
2005-07-18,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
2005-07-26,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-27,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-28,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-29,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-30,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
2005-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
2005-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
2005-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
2005-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
2005-08-30,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-31,1.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2005-09-01,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-02,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2005-09-03,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2006-06-05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-16,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2006-06-17,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-18,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-19,,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-20,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
2006-06-21,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,1.0
2006-06-22,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,1.0,
2006-06-23,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,1.0,1.0,,1.0,1.0
2006-06-24,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,1.0,1.0,,1.0,1.0
2006-06-25,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,1.0
2006-06-26,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,
2006-06-27,,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
2006-06-28,,,,,,,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2006-06-29,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,
2006-06-30,,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,
2006-07-01,,1.0,,,1.0,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,
2006-07-02,,1.0,1.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,
2006-07-03,1.0,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,
2006-07-04,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,
2006-07-05,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,
2006-07-06,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2006-07-10,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,
2006-07-11,,,1.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,
2006-07-12,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,
2006-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0
2006-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
2006-07-15,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0
2006-07-16,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07-17,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07-18,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07-19,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
2006-07-20,,,1.0,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
2006-07-21,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0
2006-07-22,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,
2006-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,
2006-07-24,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,
2006-07-25,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,
2006-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,
2006-07-27,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
2006-07-28,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
2006-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,
2006-07-30,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
2006-07-31,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,
2006-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,
2006-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
2006-08-17,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-08-18,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-08-19,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-08-20,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-08-21,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2007-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2007-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2007-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2007-06-17,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,
2007-06-18,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-19,,,,1.0,,,,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,
2007-06-20,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,
2007-06-21,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
2007-06-22,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-23,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-24,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-25,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-15,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-16,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-17,,,,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-18,,,,,,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2007-07-19,,,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-20,,,,,,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-21,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-22,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-23,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-07-24,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-23,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-24,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-25,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
2007-08-26,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0
2007-08-27,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
2007-08-28,1.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0
2007-08-29,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,
2007-08-30,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2008-06-21,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,
2008-06-22,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,1.0,,
2008-06-23,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,1.0,,
2008-06-24,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,
2008-06-25,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2008-06-26,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,
2008-06-27,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-28,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,
2008-06-29,,1.0,1.0,,,1.0,,,1.0,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,
2008-06-30,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,
2008-07-01,,,,,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,
2008-07-02,,,,,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,
2008-07-03,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,
2008-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2008-07-06,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2008-07-25,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2008-07-26,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2008-07-27,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2008-07-31,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2008-08-01,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2008-08-02,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
