time,77470,76430,76500,76900,161530,161680,162420,162450,162890,163100,164290,164050,77650,77800,77610,165600,165460,165200,604900,603900,604020,603600,607150,6155A,6325O,7031,8019,8025,8414A,8416,8500A,9981A,0016A,76,0200E,B893,B278,B228,B954
2014-04-24,C,C,C,C,C,C,C,C,C,CNW,NW,NW,C,C,C,C,C,CNW,C,C,C,C,C,NW,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-04-25,NW,NW,NW,CNW,C,C,C,C,C,C,C,CW,C,C,C,CNW,CNW,CNW,AN,N,N,C,C,A,AN,AN,AN,AN,N,N,NW,NW,NW,NW,NW,NW,N,N,N
2014-04-26,NW,NW,NW,NW,C,C,C,C,C,C,CNW,CNW,C,C,C,NW,NW,CNW,A,ANW,NW,NW,NW,A,A,A,ANW,ANW,ANW,ANW,ANW,ANW,NW,NW,NW,NW,NW,NW,ANW
2014-04-28,NW,NW,N,C,C,C,C,CNW,CNW,CW,NW,NW,NW,NW,NW,NW,NW,NW,C,C,ANW,C,NW,ANE,ANE,A,A,AN,AN,AN,A,A,ANW,C,C,NW,NW,NW,C
2014-04-29,C,C,N,N,N,CNW,CNW,CNW,CNW,W,NW,NW,NW,NW,NW,NW,NW,NW,C,C,C,C,C,NE,C,C,A,A,A,A,A,A,A,C,C,C,C,C,C
2014-04-30,N,N,N,N,NW,C,C,C,C,C,C,C,C,C,C,C,C,C,E,C,C,C,C,NE,NE,C,C,C,ANE,ANE,C,A,A,AN,AN,C,C,C,C
2014-05-01,AN,N,N,N,N,C,C,C,C,C,C,C,C,C,C,AN,AN,C,E,E,C,C,C,NE,E,E,ANE,ANE,ANE,ANE,A,A,A,A,A,AN,AN,AN,ANE
2014-05-02,N,N,N,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,E,NE,C,C,C,E,E,E,NE,NE,NE,NE,NE,NE,N,N,N,N,N,N,NE
2014-05-03,NE,NE,NE,NE,NE,C,C,C,C,C,C,C,CNE,CNE,CNE,C,C,C,E,NE,N,N,N,E,E,E,NE,NE,NE,NE,NE,NE,NE,NE,NE,N,N,N,NE
2014-05-04,NE,NE,NE,NE,NE,CNE,CNE,CNE,C,C,CNW,CNW,NE,NE,NE,N,N,N,SE,C,C,C,N,C,C,C,C,C,E,E,E,C,C,NE,NE,NE,C,C,C
2014-05-05,AS,C,C,A,A,A,C,C,C,C,C,C,A,A,A,A,A,A,SE,ASE,ASE,A,A,C,SE,SE,SE,SE,SE,SE,AS,AS,AS,AS,AS,A,A,A,C
2014-05-06,ASW,ASW,ASW,SW,AW,A,A,A,A,A,A,A,A,A,A,A,A,A,SE,C,C,AS,ASE,C,C,C,C,SE,ASE,ASE,AS,A,A,ASW,ASW,A,A,A,AS
2014-05-07,A,A,A,A,AW,C,A,A,A,A,AS,A,A,A,A,A,A,A,C,C,C,C,C,C,CE,C,C,C,C,C,C,A,A,A,A,C,C,C,C
2014-05-08,A,A,A,A,A,A,A,A,C,C,C,C,A,A,A,A,A,A,E,C,C,C,AE,NE,C,C,C,C,AE,AE,A,A,A,A,A,A,A,A,C
2014-05-09,A,A,A,A,A,A,AN,AN,C,C,A,C,A,A,A,A,A,A,E,C,C,A,A,NE,E,C,C,C,A,A,A,A,A,A,A,A,A,A,A
2014-05-10,A,A,A,A,A,C,C,C,C,C,ANW,C,A,A,A,A,A,A,C,C,C,A,A,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A
2014-05-11,A,ANW,ANW,ANW,NW,C,C,C,W,W,C,C,ANW,A,A,ANW,ANW,ANW,CE,C,C,C,C,NE,C,C,C,C,C,C,C,A,A,A,A,C,C,C,C
2014-05-12,A,AN,AN,AN,AN,C,C,C,C,C,C,C,A,A,A,A,A,A,C,C,C,C,C,E,CE,E,E,E,E,E,E,C,AE,A,A,C,C,C,C
2014-05-14,ANE,ANE,NE,N,N,N,C,N,C,C,N,N,N,N,N,N,N,N,E,A,A,AN,N,SE,SE,SE,E,AE,AE,AE,AE,AE,ANE,ANE,ANE,ANE,ANE,ANE,ANE
2014-05-15,NE,NE,NE,NE,NE,NE,C,C,C,CNW,NW,NW,NE,NE,NE,N,N,N,SE,AE,A,AN,N,SE,SE,SE,SE,SE,E,E,E,E,E,E,E,NE,NE,NE,A
2014-05-16,NE,NE,NE,NE,NE,CNE,C,C,CNW,CNW,C,C,NE,NE,NE,C,C,N,CSE,E,C,C,C,CE,CSE,SE,E,E,E,E,E,E,E,E,E,C,C,C,E
2014-05-17,NE,E,E,C,C,C,C,C,C,C,C,C,C,C,C,A,A,C,SE,E,C,SE,SE,C,CE,CE,CE,C,SE,SE,SE,C,C,E,E,C,C,C,C
2014-05-18,C,C,C,C,C,AS,AS,AS,A,A,SE,SE,AS,AS,AS,AS,AS,AS,C,C,C,SE,SE,C,C,C,C,C,C,C,CS,C,C,C,C,C,C,C,C
2014-05-19,SW,S,S,SW,SW,AS,AS,AS,A,A,SE,SE,AS,S,AS,AS,AS,S,C,C,C,S,S,C,C,C,SW,SW,SW,SW,SW,SW,SW,SW,SW,S,S,S,S
2014-05-20,S,S,S,S,AS,A,A,A,A,A,ASE,ASE,AS,AS,AS,AS,AS,AS,C,S,S,S,SE,C,C,C,C,C,C,C,C,S,S,S,S,S,S,S,S
2014-05-21,S,S,S,S,S,AS,AS,AS,A,A,S,S,S,S,S,S,S,S,C,C,S,S,S,W,W,C,W,W,CSW,CSW,CSW,CSW,SW,SW,SW,S,SW,SW,C
2014-05-22,SW,SW,SW,SW,SW,ASW,ASW,ASW,A,A,ASE,ASE,ASW,ASW,ASW,AS,AS,AS,ANE,C,C,ASE,A,A,A,A,A,A,ANW,ANW,W,W,W,W,W,A,A,A,A
2014-05-23,W,SW,C,C,C,AW,A,A,A,A,A,A,AW,A,ASW,A,A,A,NE,AE,AE,AE,A,AN,A,A,A,A,A,A,A,AW,AW,AW,AW,A,A,A,A
2014-05-24,A,A,A,A,A,A,A,A,A,A,ASE,ASE,A,A,A,A,A,A,E,E,E,E,E,NE,NE,E,AE,AE,AE,AE,A,A,A,A,A,A,A,A,C
2014-05-25,C,C,C,C,C,C,C,C,C,C,E,E,AE,ANE,AE,NE,NE,C,E,C,E,NE,E,NE,NE,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-05-26,C,C,C,C,CNW,C,C,C,C,C,C,C,C,C,C,A,A,C,E,E,C,C,ANE,NE,NE,NE,ANE,ANE,AN,AN,A,A,A,A,A,A,A,A,C
2014-05-27,AN,NW,NW,NW,NW,NW,NW,NW,NW,ANW,A,A,ANW,ANW,ANW,A,A,A,NE,E,AE,AE,A,AN,ANE,ANE,A,A,A,A,A,A,A,A,A,A,A,A,A
2014-05-28,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,NE,C,C,C,C,N,N,C,N,N,NW,NW,C,C,C,C,C,C,C,C,C
2014-05-30,N,NE,NE,NE,CNE,C,C,C,CNW,CNW,NW,C,C,C,C,C,C,C,C,C,C,C,C,NE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-05-31,NE,NE,NE,NE,NE,C,C,C,C,C,C,C,C,C,C,C,C,C,E,E,C,C,C,NE,E,E,NE,NE,NE,NE,NE,NE,NE,NE,NE,C,NE,NE,NE
2014-06-01,ANE,ANE,ANE,ANE,ANE,C,C,C,C,C,C,C,AE,AE,AE,AE,AE,AE,NE,E,E,E,E,NE,NE,NE,NE,NE,NE,NE,NE,NE,ANE,ANE,ANE,ANE,NE,NE,NE
2014-06-02,AN,NE,NE,ANE,ANE,A,ANE,ANE,AE,C,E,E,A,ANE,A,NE,NE,NE,NE,NE,NE,NE,E,ANE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2014-06-03,C,C,C,C,C,C,NE,NE,NE,NE,N,NE,C,C,C,N,N,N,C,A,C,N,N,AN,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-06-04,C,C,C,C,C,C,C,C,C,C,NW,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-06-05,A,A,A,A,A,A,A,A,A,C,C,C,A,A,A,A,A,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-06-06,S,S,S,S,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,C,ASE,C,ASW,C,SW,SW,SW,SW,SW,S,S,S,S,AS,S,S,S
2014-06-07,A,AS,S,S,A,A,A,A,ANE,A,A,A,A,A,A,A,A,A,C,C,C,C,C,ANW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2014-06-08,A,C,C,C,C,C,C,C,NE,C,C,C,A,A,ASE,C,C,C,E,C,C,C,C,AN,A,A,A,A,A,A,A,A,A,A,A,A,A,A,AE
2014-06-09,C,C,C,C,C,C,C,C,ANE,A,C,C,ASE,ASE,ASE,C,C,C,E,E,C,C,C,ANE,ANE,C,A,A,A,A,A,A,A,A,A,A,A,A,AE
2014-06-10,ANE,ANE,C,C,C,C,C,C,C,A,C,C,ASE,ASE,ASE,C,C,C,E,E,C,C,C,NE,NE,C,ANE,ANE,ANE,ANE,AE,AE,AE,AE,AE,A,A,A,E
2014-06-11,NE,NE,NE,C,NE,C,C,C,C,C,C,C,C,C,A,A,A,C,E,E,C,C,C,E,E,E,C,C,E,E,E,C,E,E,E,A,ANE,ANE,E
2014-06-12,NE,NE,NE,C,NE,CNE,C,C,C,C,C,C,C,C,C,C,C,C,E,E,C,C,C,C,E,C,C,A,A,A,A,A,A,A,A,A,C,C,C
2014-06-13,NE,NE,NE,NE,NE,C,CNE,CNE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,CNE,C,C,NE,NE,C,C,C,C
2014-06-15,NE,NE,NE,NE,CNE,C,C,C,C,C,C,C,CE,CE,CE,C,C,C,CE,C,C,C,C,C,C,CE,CNE,CNE,NE,NE,NE,NE,NE,NE,NE,CNE,CNE,CNE,CNE
2014-06-16,NE,NE,NE,NE,NE,C,C,C,C,CS,CSE,CSE,CNE,CE,CE,CNE,CNE,CNE,E,E,C,C,C,C,C,E,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
2014-06-17,NE,NE,NE,NE,NE,C,C,C,C,C,C,C,CNE,CNE,CNE,C,C,CNE,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-06-18,NE,NE,NE,NE,NE,C,C,CNE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-06-19,C,C,C,C,N,N,N,N,N,C,C,C,C,C,C,AN,AN,C,E,C,C,C,A,C,C,C,C,C,C,C,C,C,C,C,C,A,A,A,C
2014-06-20,C,C,C,C,C,C,C,C,C,C,C,C,C,A,A,A,A,C,NE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C,C,C
2014-06-21,C,C,C,C,C,C,A,A,A,A,C,C,C,C,C,C,C,C,NE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-06-22,C,C,C,C,C,C,A,A,A,A,ASE,ASE,C,C,C,C,C,C,C,C,C,C,ASE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-06-23,C,C,C,C,C,C,A,A,A,A,S,S,C,C,C,C,C,C,C,C,C,C,S,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-06-24,C,C,C,C,C,C,C,C,CSW,SW,SW,S,C,C,CS,C,C,C,NE,C,C,C,C,N,C,N,N,N,C,C,C,C,C,C,C,CNW,CNW,CNW,C
2014-06-25,C,C,C,C,C,C,C,C,C,SW,C,C,C,C,C,C,C,C,NE,C,C,C,C,N,N,N,N,N,N,N,N,N,N,C,C,NW,NW,NW,N
2014-06-26,N,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,AN,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-06-27,C,C,C,C,C,C,C,C,C,C,C,C,A,A,A,A,A,A,C,C,C,C,C,C,C,C,C,C,A,A,A,A,A,C,C,A,A,A,C
2014-06-28,C,C,SW,SW,C,C,C,C,A,A,A,A,S,S,S,C,C,C,C,C,C,C,C,N,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-06-29,N,N,N,C,C,C,C,C,C,SW,C,C,C,C,C,C,C,C,NE,C,C,C,C,N,NE,N,N,N,N,N,N,N,N,N,N,N,NW,NW,N
2014-07-01,C,CSE,CSE,C,C,C,A,A,A,A,A,A,C,C,C,C,C,C,C,C,C,C,C,N,C,C,C,C,C,C,C,C,C,CS,CS,C,C,C,C
2014-07-02,E,C,E,C,C,C,C,C,C,A,C,C,C,C,C,C,C,C,E,CSE,CSE,SE,SE,N,CNE,C,CNE,C,C,C,C,C,CE,SE,SE,C,CSE,CSE,C
2014-07-03,E,A,ASE,ASE,ASE,ASE,SE,SE,A,A,SE,SE,ASE,ASE,ASE,SE,SE,SE,CNE,CE,SE,SE,SE,NE,CNE,CNE,CNE,CNE,CNE,CNE,CE,C,E,E,E,C,C,C,CE
2014-07-04,C,C,C,SW,SW,S,AS,AS,AE,A,ASE,ASE,S,S,S,C,C,C,NE,C,C,C,ASE,AN,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-07-05,AW,AW,AW,AW,AW,C,ANW,ANW,C,A,A,A,A,A,A,A,A,A,NE,C,C,C,A,AN,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2014-07-06,C,C,C,C,C,A,A,A,C,A,C,C,AS,AS,AS,C,C,C,NE,C,C,C,C,N,N,C,C,AN,ANW,ANW,C,C,A,A,A,A,A,A,C
2014-07-07,N,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,NE,C,C,C,C,NE,NE,NE,NE,NE,N,N,C,C,C,C,C,C,C,C,NE
2014-07-08,N,N,N,N,N,CNW,NW,NW,W,W,C,C,NW,NW,N,AN,AN,N,E,E,C,A,AN,NE,E,E,NE,C,C,C,C,A,A,A,A,AN,AN,AN,C
2014-07-09,N,N,N,N,N,NW,NW,NW,NW,W,C,C,N,AN,N,A,A,AN,CE,E,C,A,C,NE,E,E,E,NE,E,E,E,ANE,ANE,ANE,ANE,AN,AN,AN,NE
2014-07-10,N,N,N,N,N,CNW,CNW,CNW,CNW,C,C,C,N,N,N,N,N,N,E,ANE,ANE,AN,N,NE,E,NE,NE,NE,NE,NE,ANE,ANE,AN,N,N,AN,N,N,NE
2014-07-11,N,N,N,N,N,C,C,C,NW,NW,NW,NW,N,N,N,N,N,N,E,ANE,A,AN,C,C,C,C,C,C,NE,NE,C,ANE,N,N,N,AN,N,N,N
2014-07-12,N,N,N,N,N,C,C,C,C,C,C,C,C,C,C,ANW,ANW,C,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,AN,C,C,C
2014-07-13,C,NW,C,C,C,C,C,C,C,C,C,C,C,A,A,A,A,A,C,C,C,C,C,C,C,C,C,C,C,C,C,A,A,A,A,A,A,A,C
2014-07-14,AN,AN,AN,AN,AN,C,C,C,C,C,C,C,A,A,A,A,A,AN,C,C,C,C,C,C,C,C,C,C,C,C,C,A,A,A,A,A,C,C,C
2014-07-15,A,ANE,ANE,ANE,ANE,NE,NE,NE,N,C,C,C,ANE,ANE,ANE,AN,AN,ANE,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,AE,AE,A,A,A,C
2014-02-06,SW,SW,SW,SW,ASW,W,C,C,C,C,W,C,W,SW,SW,W,W,W,A,ASW,AW,W,W,W,AW,AW,W,SW,SW,SW,SW,SW,SW,SW,SW,ASW,ASW,ASW,ASW
2014-02-22,ANW,ANW,ANW,ANW,NW,C,C,C,CNW,CNW,NW,NW,N,NW,N,NW,NW,NW,A,AN,ANW,A,NW,A,A,A,A,A,A,A,A,A,A,A,A,ANW,ANW,ANW,A
2014-03-10,A,A,CNE,CE,CE,E,CE,CE,E,E,CNE,CNE,E,E,E,C,C,C,SE,A,ANE,C,C,SE,SE,SE,E,E,E,E,A,A,A,A,A,A,A,A,A
2014-03-26,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,N,C,C,C,C,N,N,N,N,N,N,N,C,C,C,C,C,C,C,C,C
2014-04-11,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-04-27,NW,NW,NW,CNW,CNW,C,C,C,C,C,W,CW,CNW,NW,CNW,NW,NW,NW,C,C,NW,NW,NW,AN,AN,AN,AN,AN,AN,AN,ANW,ANW,ANW,NW,NW,NW,NW,NW,N
2014-05-13,N,N,N,N,N,C,C,C,C,C,C,C,N,N,N,N,N,N,CE,NE,C,C,C,E,E,E,E,E,E,E,E,ANE,ANE,ANE,ANE,NE,NE,NE,NE
2014-05-29,N,N,N,C,C,C,C,C,CNW,C,C,C,C,C,C,C,C,N,C,C,C,C,C,AN,C,C,C,N,C,C,C,C,C,C,C,NW,NW,NW,C
2014-06-14,NE,NE,CNE,CNE,CNE,C,C,C,C,C,CNW,C,C,C,C,C,C,C,CE,C,C,C,C,C,C,CNE,CNE,CNE,CNE,CNE,CNE,CNE,NE,NE,NE,C,C,C,CNE
2014-06-30,C,C,N,N,N,N,N,N,NW,C,ANW,C,N,N,N,N,N,N,E,AE,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
2014-07-16,C,C,C,C,C,NE,NE,NE,N,C,C,C,AE,AE,AE,ANE,ANE,C,E,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,A,A,C
2014-08-01,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,NE,C,C,C,C,N,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-08-17,A,A,A,A,A,A,A,A,AN,A,A,A,A,A,A,A,A,A,E,AE,AE,A,AE,E,SE,SE,SE,SE,SE,SE,ASE,A,A,A,A,A,A,A,AE
2014-09-02,NE,NE,NE,NE,NE,CNE,CNE,CNE,C,C,C,C,NE,CNE,NE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,E,E,C,C,C,C
2014-07-17,C,C,C,C,C,C,N,NE,N,C,C,C,A,A,A,AN,AN,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,A,A,C
2014-07-18,S,S,S,S,C,C,C,C,N,C,C,C,ASE,ASE,ASE,A,A,C,C,S,C,C,C,C,C,C,C,C,C,C,C,S,S,S,S,A,AS,AS,S
2014-07-19,C,SW,S,S,S,C,C,C,C,A,C,C,S,S,S,C,C,C,C,C,C,C,C,NW,C,C,C,C,C,C,C,C,C,C,C,SW,C,C,C
2014-07-20,NW,C,C,C,CW,C,C,C,C,A,C,C,C,C,C,C,C,C,NE,C,C,C,C,N,N,N,N,N,N,N,N,N,N,C,C,C,C,C,C
2014-07-21,N,N,N,N,N,C,CNW,CNW,C,C,C,C,N,C,C,N,N,N,E,C,C,C,C,NE,C,NE,ANE,ANE,ANE,ANE,ANE,AN,AN,AN,AN,N,N,N,NE
2014-07-22,N,N,N,N,N,C,C,C,C,C,C,C,C,N,N,N,N,N,E,C,C,C,C,C,C,C,C,C,C,C,C,C,NE,NE,NE,N,N,N,C
2014-07-23,CNE,CNE,CNE,CNE,CNE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,N,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-07-24,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,N,CNE,C,C,C,C,C,C,C,C,C,C,C,C,C,CE
2014-07-25,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,CNE,CE,CSE,C,C,C,C,C,CNE,CNE,CNE,CNE,C,C,CE,C,C,C,C,C,CE
2014-07-26,NE,NE,NE,C,N,C,C,C,C,C,C,C,C,C,C,C,C,C,NE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,NE
2014-07-27,N,N,N,N,N,C,C,C,C,C,C,C,C,C,C,N,N,N,NE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,AN,C,C,C
2014-07-28,N,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,N,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-07-29,N,N,N,N,N,C,C,C,C,C,C,C,C,C,C,C,C,C,NE,NE,C,C,C,NE,C,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,N,N,N,NE
2014-07-30,N,N,N,N,N,C,C,C,CW,C,C,C,N,N,N,N,N,N,E,C,C,C,C,C,C,C,C,C,C,C,C,ANE,AN,N,N,AN,AN,AN,C
2014-07-31,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,NE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ANW,C,C,C
2014-08-02,C,C,C,C,C,C,C,C,C,A,C,C,C,C,C,C,C,C,NE,C,C,C,C,N,N,C,AN,AN,C,C,C,C,C,C,C,A,C,C,C
2014-08-03,C,C,C,C,C,C,A,A,A,A,C,C,A,A,A,A,A,C,NE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-08-04,ANE,ANE,ANE,A,ANE,C,C,C,C,A,C,C,A,A,A,ANE,ANE,C,NE,C,C,C,C,NE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-08-05,NE,NE,NE,ANE,NE,NE,NE,NE,C,C,C,C,NE,NE,NE,N,N,NE,NE,C,C,C,C,NE,NE,C,C,C,C,C,C,ANE,ANE,ANE,ANE,AN,C,C,NE
2014-08-06,A,AN,C,A,ANE,NE,N,N,N,C,C,C,ANE,C,ANE,N,N,N,NE,C,C,C,C,ANE,C,C,A,A,A,A,A,A,A,A,A,A,A,A,C
2014-08-07,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,A,C,A,C,C,C,A,A,A,C
2014-08-08,C,C,C,C,C,C,C,C,A,A,A,A,C,AS,AS,A,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C,C,C
2014-08-09,C,C,AS,AS,A,A,A,A,A,A,C,A,AS,AS,AS,A,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C,C,C
2014-08-10,C,C,SW,SW,C,C,AS,A,A,A,C,C,S,S,S,AS,AS,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-08-11,AN,AN,A,A,A,C,C,C,C,C,C,C,C,A,C,C,C,C,C,C,C,C,C,N,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-08-12,C,C,A,A,A,C,C,C,C,C,C,C,C,A,A,C,C,C,C,C,C,C,C,N,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-08-13,N,N,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,NE,C,C,C,C,NE,NE,NE,NE,N,N,N,C,C,C,C,C,C,C,C,NE
2014-08-14,AN,N,N,AN,N,C,C,C,C,C,C,C,AN,AN,AN,N,N,N,E,C,C,C,C,NE,E,E,NE,NE,ANE,ANE,AE,A,A,A,A,AN,AN,AN,NE
2014-08-15,N,N,N,AN,N,C,C,N,C,C,C,C,AN,A,A,A,A,AN,E,E,C,C,C,NE,E,E,E,E,C,C,C,A,A,A,A,A,A,A,C
2014-08-16,ANE,AN,ANE,ANE,AN,NE,NE,NE,C,C,C,C,ANE,ANE,ANE,ANE,ANE,ANE,E,E,C,C,C,E,E,E,E,E,E,E,E,AE,ANE,ANE,ANE,A,ANE,ANE,E
2014-08-18,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C,C,C
2014-08-19,NE,NE,C,C,C,C,C,C,C,C,C,S,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,CNE,CNE,C,C,C,C,C,C,C,C,C
2014-08-20,NE,NE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-08-21,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-08-22,A,C,C,C,C,C,C,C,C,C,C,C,C,A,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-08-23,N,N,N,C,N,C,C,C,C,C,C,C,C,A,C,C,C,C,NE,C,C,C,C,NE,C,C,C,C,C,C,C,ANE,ANE,ANE,ANE,AN,C,C,C
2014-08-24,AN,C,ANE,ANE,AN,C,C,C,C,C,C,C,ANE,ANE,ANE,AN,AN,AN,E,C,C,C,C,C,C,C,AE,A,A,A,A,A,A,A,A,A,A,A,C
2014-08-25,ASW,C,C,C,A,C,A,A,ANE,A,C,C,A,A,A,A,A,A,C,A,A,C,C,A,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A
2014-08-26,W,W,W,W,W,C,C,C,A,A,A,A,C,C,C,A,A,ASW,C,C,C,C,C,AN,C,C,ANW,ANW,A,A,AW,A,A,A,A,A,A,A,C
2014-08-27,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,AN,C,C,C,C,A,A,A,A,A,A,A,AN,C,C,C
2014-08-28,C,C,C,C,C,C,C,E,NE,C,C,C,AE,C,AE,C,C,C,C,C,C,C,C,C,C,C,C,C,A,A,C,A,A,C,C,A,C,C,C
2014-08-29,A,ANE,C,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-08-30,NE,ANE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,CE,CE,C,C,C,C,C,C,C,E,E,C,C,C,C
2014-08-31,NE,N,N,N,N,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,NE,NE,N,C,C,C
2014-09-01,NE,NE,NE,NE,NE,C,C,C,C,C,CNW,C,CNE,CNE,CNE,C,C,C,C,C,C,NW,N,C,C,C,C,C,C,C,E,NE,NE,NE,NE,N,N,N,NE
2014-09-03,CE,CE,CE,CE,CE,C,C,C,C,C,C,C,CE,CE,CE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,CE,CE,CE,C,C,C,C
2014-09-04,C,CE,CE,CE,CE,CNE,CNE,CNE,CNE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-09-05,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,A,C,C,C,C,C,C,C,C,C
2014-09-06,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,ANE,C,C,C,C,C,A,A,A,A,A,A,A,A,A,C,C,A,A,A,A
2014-09-07,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C,C,C
2014-09-08,C,C,C,C,C,C,C,C,C,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
2014-09-09,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,C,C,C
