time,77470,76430,76500,76900,161530,161680,162420,162450,162890,163100,164290,164050,77650,77800,77610,165600,165460,165200,604900,603900,604020,603600,607150,6155A,6325O,7031,8019,8025,8414A,8416,8500A,9981A,0016A,76,0200E,B893,B278,B228,B954
1981-02-12,AE,AE,AE,AE,E,CE,CE,C,C,C,C,C,E,C,E,C,C,C,CSE,CSE,C,C,C,C,C,C,C,C,C,C,C,C,E,AE,AE,C,C,C,C
1981-02-13,E,E,E,E,E,E,E,E,CE,CSE,C,C,SE,E,SE,CE,CE,E,C,C,C,C,C,C,C,C,C,C,CSE,CSE,SE,E,E,E,E,E,CE,CE,C
1981-02-14,AE,E,AE,E,E,NE,NE,NE,CNE,CNE,CNE,CNE,E,E,E,NE,NE,NE,SE,A,ANE,C,NE,SE,SE,SE,SE,SE,SE,SE,SE,E,AE,AE,AE,AE,AE,AE,E
1981-02-15,C,C,ASE,ASE,ASE,A,ANE,A,ANE,ANE,A,A,ASE,ASE,ASE,A,A,A,SE,SE,SE,ASE,ASE,CSE,CSE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,ASE,SE,SE,SE
1981-02-16,E,E,E,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,C,CE,CE,CSE,SE,C,C,C,C,C,CE,CE,CE,CE,CE,E,E,E,CE,CE,CE
1981-02-18,CNE,CNE,CNE,CNE,C,C,C,C,C,CNE,C,CNE,C,C,C,C,C,C,C,C,C,C,C,N,NW,NW,N,N,C,C,C,C,C,CNE,CNE,C,C,C,C
1981-02-19,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,CW,C,N,CNW,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1981-02-20,CNE,CNE,CNE,CNE,C,C,C,C,C,CS,C,C,C,C,C,C,C,C,CNE,C,C,C,C,N,N,C,C,C,C,C,CNE,NE,CNE,CNE,CNE,CNE,CNE,CNE,C
1981-02-21,N,N,NE,NE,NE,C,C,C,C,CSE,C,C,CNE,CNE,CNE,CNE,CNE,CNE,NE,N,N,C,C,AN,AN,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1981-02-22,CW,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,A,NW,NW,NW,C,A,ANW,ANW,ANW,ANW,NW,NW,NW,W,W,C,C,C,NW,NW,NW
1981-02-23,NW,C,C,C,C,C,C,C,C,C,C,C,C,C,C,CNW,CNW,CNW,A,ANW,C,NW,NW,A,A,A,AN,AN,ANW,ANW,ANW,ANW,NW,NW,NW,NW,NW,NW,ANW
1981-02-24,C,C,C,C,C,C,C,C,C,C,NW,A,C,C,C,C,C,C,A,A,A,A,A,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1981-02-25,NE,NE,NE,NE,CNE,C,C,C,C,C,CSW,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,NE,NE,A,A,A,A
1981-02-26,A,A,A,A,CE,C,C,C,C,C,C,C,CE,CE,CE,C,C,CNE,A,A,A,A,C,SW,AS,A,ASW,ASW,AS,AS,AS,AS,AS,AS,AS,A,A,A,ASW
1981-02-27,S,S,S,S,S,SE,C,C,E,E,C,C,S,S,S,C,C,S,ASW,SW,SW,C,C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,S,S,S,SW
1981-02-28,SW,S,S,S,S,S,S,S,SE,SE,S,S,S,S,S,S,S,S,C,CSW,CSW,S,S,C,C,C,C,C,SW,SW,SW,SW,SW,SW,SW,S,S,S,SW
1981-03-01,SW,SW,SW,S,S,S,S,S,SE,ASE,S,S,S,S,S,SE,SE,S,C,C,C,C,S,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1981-03-02,W,W,SW,SW,SW,SW,S,S,S,S,S,S,C,C,C,C,C,C,ANE,C,C,C,C,A,A,A,A,A,A,A,A,A,A,AW,AW,C,A,A,A
1981-03-03,NW,CNW,C,C,C,CW,CW,CW,W,SW,C,C,CW,CW,CW,W,W,W,A,C,C,C,C,AN,AN,A,ANW,ANW,ANW,ANW,NW,NW,NW,NW,NW,W,NW,NW,ANW
1981-03-04,N,N,N,N,N,C,C,C,C,C,W,CW,N,N,N,NW,NW,N,C,C,C,C,C,C,A,A,A,A,A,A,A,A,AN,C,C,N,N,N,C
1981-03-06,A,ASW,ASW,ASW,ASW,ASW,A,A,A,A,A,A,ASW,ASW,ASW,A,A,A,AE,AE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1981-03-07,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1981-03-08,A,ASW,ASW,ASW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1981-03-09,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1981-03-10,A,A,A,A,A,ANW,ANW,ANW,ANW,ANW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1981-03-11,A,AW,AW,AW,AW,AW,ANW,ANW,ANW,ANW,A,A,AW,A,AW,A,A,A,A,A,A,A,ANW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1981-03-12,NW,NW,NW,NW,NW,NW,NW,NW,W,W,NW,W,NW,NW,NW,NW,NW,NW,ANW,W,NW,W,NW,ANW,ANW,ANW,ANW,NW,NW,NW,NW,NW,ANW,NW,NW,NW,NW,NW,NW
1981-03-13,ANW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,ANE,AN,NW,ANW,NW,A,A,A,A,A,A,A,A,A,A,A,A,ANW,ANW,ANW,A
1981-03-14,A,AW,AW,AW,AW,ANW,ANW,ANW,ANW,AW,A,A,A,A,A,A,A,A,C,C,C,AS,A,C,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A
1981-03-15,C,C,C,C,C,C,C,C,C,SW,C,S,C,C,C,C,C,C,E,C,C,C,C,NE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1981-03-16,C,N,C,C,NW,C,C,C,C,C,C,C,C,C,C,C,C,C,E,E,C,C,C,C,C,C,C,C,AE,AE,A,A,A,A,A,A,A,A,C
1981-03-17,N,N,N,N,N,C,C,C,C,C,C,C,C,C,C,C,C,C,NE,NE,NE,E,C,NE,NE,NE,NE,NE,NE,NE,NE,ANE,ANE,AN,AN,N,N,N,NE
1981-03-18,N,N,N,N,N,CNE,C,C,C,C,C,C,N,N,N,N,N,N,A,N,N,N,N,A,A,A,AN,AN,AN,AN,A,AN,AN,AN,AN,N,N,N,N
1981-03-19,A,A,A,A,ANE,N,N,C,C,C,NW,NW,N,N,N,N,N,N,C,A,ANW,NW,NW,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1981-03-20,ASW,ASW,ASW,A,A,A,C,C,C,NW,C,C,A,A,A,AW,AW,AW,C,C,C,ASW,C,C,C,C,C,C,AW,AW,AW,AW,AW,AW,AW,ASW,AW,AW,AW
1981-03-22,W,W,W,W,W,W,C,C,C,C,C,C,W,W,W,C,C,C,A,C,C,C,C,ANW,ANW,ANW,ANW,ANW,AW,AW,AW,AW,AW,AW,AW,AW,AW,AW,ANW
1981-03-23,AW,AW,AW,AW,AW,ANW,ANW,ANW,C,C,C,C,ANW,ANW,AW,A,A,A,A,A,A,ANW,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1981-03-24,A,AW,A,AW,AW,ANW,ANW,ANW,ANW,NW,ANW,ANW,ANW,ANW,ANW,A,A,A,A,A,A,A,ANW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1981-03-25,ASW,ASW,ASW,ASW,ASW,A,A,A,A,A,A,A,ASW,ASW,ASW,A,A,ASW,C,C,C,C,C,AW,C,AW,ASW,ASW,ASW,ASW,ASW,ASW,ASW,ASW,ASW,ASW,ASW,ASW,ASW
1981-03-26,A,A,A,A,A,AW,A,A,A,A,C,C,AW,A,A,C,C,A,C,C,C,C,C,C,C,C,C,C,A,A,A,A,A,A,A,C,A,A,C
1981-03-27,A,AS,AS,A,A,A,A,C,C,C,C,C,A,C,A,C,C,C,A,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,C,A,A,A
1981-03-28,SW,S,S,S,S,C,C,C,C,C,C,C,S,S,S,C,C,C,A,C,C,C,C,W,W,AW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,ASW
1981-03-29,CSW,CSW,CS,CS,CS,S,S,S,S,S,S,S,S,S,S,S,S,S,C,C,C,S,S,NW,NW,W,W,W,CW,CW,CW,CW,CSW,CSW,CSW,SW,SW,SW,SW
1981-03-30,C,C,C,C,C,S,S,S,S,S,S,S,CS,CS,CS,C,C,C,N,C,C,C,CS,N,N,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1981-03-31,C,CNE,C,C,C,CS,CS,CS,CS,S,CS,CS,C,C,C,C,C,C,N,CNW,C,C,C,N,N,N,N,N,N,N,N,N,C,C,C,C,C,C,C
1981-04-01,C,NE,CNE,C,C,C,C,C,C,CS,C,C,C,C,C,C,C,C,NW,CNW,CNW,C,C,W,NW,NW,NW,NW,NW,NW,N,C,C,C,C,C,C,C,C
1981-04-02,C,CE,CE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,CS,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1981-04-03,CE,CE,CE,CE,CE,CSE,CSE,CSE,C,C,CSE,C,C,C,C,C,C,C,NE,CE,C,C,SE,C,C,C,C,C,CNE,CNE,CNE,CE,CE,CE,CE,C,C,C,CNE
1981-04-04,C,C,C,C,C,C,C,C,C,SE,C,C,C,C,C,CE,CE,CE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1981-04-05,C,C,C,CNE,CNE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1981-04-07,AS,AS,A,A,AS,A,A,A,A,A,A,A,AS,AS,AS,A,A,AS,C,C,C,S,A,C,C,C,C,C,C,C,C,C,AS,AS,AS,AS,C,C,C
1981-04-08,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,A
1981-04-09,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,A,A,A,S,S,SE,A,A,A,A,A,A,A,A,A,A,A,A,A
1981-04-10,S,S,S,S,ASE,A,A,A,C,C,C,C,ASE,ASE,ASE,C,C,C,A,C,C,C,C,C,C,C,SW,SW,SW,SW,SW,SW,S,S,S,AS,AS,AS,S
1981-04-11,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,NE,C,C,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1981-04-12,C,C,C,ASE,A,ASE,SE,SE,E,E,SE,SE,ASE,ASE,ASE,SE,SE,SE,E,E,E,E,SE,C,C,C,C,C,C,C,C,C,C,C,C,AE,E,E,E
1981-04-13,C,S,A,A,ASE,A,A,A,A,A,E,AE,A,A,A,ASE,ASE,ASE,E,E,E,E,SE,C,C,C,C,C,C,C,C,C,C,C,C,A,A,A,C
1981-04-14,C,C,A,A,A,A,A,A,A,AN,A,A,A,A,A,A,A,A,E,AE,AE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1981-04-15,A,C,C,C,C,C,C,C,C,C,A,A,C,C,C,A,A,A,E,C,C,C,A,C,C,C,C,C,C,C,A,A,A,A,A,A,A,A,C
1981-04-16,CNE,CNE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,NE,CNE,C,C,C,N,N,C,C,C,C,C,C,C,CNE,CNE,CNE,C,C,C,C
1981-04-17,C,CE,C,CE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1981-04-18,NE,E,CE,CE,CE,C,C,C,C,C,C,C,CE,C,CE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,CNE,CNE,C,C,C,C
1981-04-19,NE,NE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1981-04-20,C,C,C,C,C,CS,S,S,C,ASE,SE,SE,CSE,CSE,CSE,C,C,CSE,CE,CE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1981-04-21,E,E,E,E,E,SE,SE,SE,ASE,AE,SE,SE,SE,SE,SE,SE,SE,SE,CE,CE,E,SE,SE,CNE,CNE,CE,CNE,CNE,CE,CE,CE,E,E,E,E,E,E,E,CE
1981-04-23,CE,CE,CE,CE,CE,CSE,C,CSE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1981-04-24,C,C,C,C,C,C,C,C,C,CSW,W,W,C,C,C,CW,CW,C,C,C,C,C,W,C,C,C,C,C,NW,NW,CNW,NW,NW,CNW,CNW,CNW,C,C,NW
1981-04-25,CW,C,CSW,CSW,CSW,SW,SW,SW,C,ASW,SW,ASW,SW,SW,SW,SW,SW,SW,C,C,C,C,ASW,N,N,C,C,C,C,C,C,C,W,W,W,C,C,C,C
1981-04-26,CNW,CNW,C,C,C,C,CSW,CSW,SW,SW,C,C,C,C,C,C,C,C,N,C,N,CNW,C,AN,N,N,N,N,N,N,NW,NW,NW,NW,NW,NW,NW,NW,N
1981-04-27,C,C,CNW,CNW,CNW,NW,NW,NW,W,W,A,A,NW,NW,NW,AW,AW,AW,C,C,A,A,A,C,C,C,C,C,C,C,C,C,C,C,C,W,W,W,C
1981-04-28,NE,NE,A,A,AN,A,A,A,A,A,A,A,A,A,A,A,A,A,E,E,E,ASE,A,C,CE,E,E,E,E,E,E,E,E,AE,AE,A,C,C,C
1981-04-29,ANE,AN,A,A,A,A,A,A,A,A,AE,A,A,A,A,A,A,A,E,E,E,E,E,CNE,E,E,E,E,E,E,E,AE,AE,AE,AE,ANE,ANE,ANE,E
1981-04-30,ANE,ANE,A,A,A,A,A,A,A,A,C,C,A,AE,AE,C,C,E,CNE,CNE,C,CSE,C,CNE,CNE,CNE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
1981-05-01,N,N,N,N,N,C,C,C,C,C,C,C,C,C,C,C,C,C,N,N,N,C,C,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1981-05-02,C,C,C,C,C,C,C,C,C,C,CNW,CNW,C,C,C,CNW,CNW,CNW,C,C,NW,NW,NW,N,NW,NW,NW,NW,NW,NW,CNW,CNW,CNW,C,C,CNW,CNW,CNW,NW
1981-05-03,N,N,N,C,C,C,C,C,C,C,CW,CW,C,C,C,CNW,CNW,CNW,N,C,NW,C,NW,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1981-05-04,NW,NW,NW,NW,CNW,CNW,CW,CW,W,W,W,W,NW,NW,NW,NW,NW,NW,AN,NW,NW,NW,NW,AN,N,N,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW,NW
1981-05-05,NW,NW,N,N,N,NW,CNW,NW,CNW,CW,NW,NW,NW,NW,NW,NW,NW,NW,C,C,C,NW,NW,C,C,A,A,A,A,A,A,A,A,ANW,ANW,NW,NW,NW,AN
1981-05-06,A,A,A,A,A,A,AN,AN,NW,NW,A,ANW,A,A,A,A,A,A,C,ASE,C,A,A,CS,C,S,S,S,S,S,AS,AS,A,A,A,A,A,A,AS
1981-05-07,SW,S,S,S,AS,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,S,S,C,C,C,C,SW,SW,SW,SW,SW,SW,SW,SW,ASW,ASW,ASW,SW
1981-05-09,S,S,S,S,S,S,S,S,ASE,ASE,SE,SE,S,S,S,SE,SE,S,C,C,C,SE,SE,W,C,C,C,C,CSW,CSW,CSW,CSW,SW,SW,SW,C,C,C,C
1981-05-10,CW,C,C,CSW,CSW,SW,S,S,S,S,C,SE,S,S,S,C,C,C,A,C,C,C,C,W,W,W,W,W,W,W,W,W,W,W,W,C,C,C,W
1981-05-11,W,CW,CW,CW,CW,CW,CW,CW,C,C,C,C,CW,W,CW,W,W,W,A,AW,AW,AW,W,ANW,ANW,NW,NW,NW,NW,NW,NW,NW,W,W,W,W,W,W,NW
1981-05-12,W,W,W,W,CW,CW,W,W,W,W,AW,C,W,W,W,W,W,W,A,A,A,A,A,A,A,A,A,A,ANW,ANW,ANW,ANW,NW,W,W,W,ANW,ANW,ANW
1981-05-13,C,NW,C,C,C,C,C,C,C,C,C,C,C,C,C,AW,AW,C,E,C,A,A,A,ANE,AE,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1981-05-14,A,A,A,A,A,C,C,C,C,C,C,C,A,A,A,A,A,A,E,E,E,SE,SE,NE,NE,NE,C,C,C,C,AE,A,A,A,A,A,AE,AE,C
1981-05-15,C,C,C,A,A,A,A,A,A,ASE,E,SE,A,A,A,AE,AE,AE,NE,NE,NE,E,E,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1981-05-16,AW,AW,AW,C,C,A,A,A,A,A,NE,NE,C,C,C,C,C,C,A,A,A,C,NE,A,A,A,A,A,A,A,A,A,AW,AW,AW,A,A,A,A
1981-05-17,A,A,A,A,A,C,C,C,C,C,A,A,C,A,C,A,A,A,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1981-05-18,AS,S,AS,AS,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,C,C,A,A,AS,AS,AS,AS,AS,AS,AS,AS,AS,AS,A,AS,AS,AS
1981-05-19,AS,S,S,S,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,S,A,C,C,C,S,S,S,S,S,S,S,AS,AS,AS,AS,AS,S
1981-05-20,S,S,S,S,A,A,A,A,A,A,A,A,AS,AS,AS,AS,AS,S,C,C,C,S,S,C,C,C,C,C,C,C,C,C,C,C,C,AS,AS,AS,C
1981-05-21,C,C,C,C,C,A,A,A,A,A,A,A,C,C,C,C,C,C,NE,C,C,C,C,AN,ANE,AN,A,A,A,A,A,A,A,A,A,C,C,C,C
1981-05-22,A,A,A,AN,N,C,C,C,C,C,A,A,C,AN,C,A,A,AN,E,E,E,AE,A,ANE,AE,AE,A,A,A,A,A,A,A,A,A,A,A,A,A
1981-05-23,AW,AW,AW,C,C,C,C,C,C,C,C,C,C,C,C,A,A,A,E,AE,AE,A,A,A,AE,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1981-05-25,C,C,SW,SW,SW,SW,S,S,AS,ASW,S,S,S,S,S,S,S,S,C,C,C,S,S,N,N,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1981-05-26,NW,CNW,CNW,C,CW,SW,SW,SW,SW,SW,S,S,C,SW,C,C,C,C,NE,NE,C,C,C,AN,AN,AN,AN,AN,N,N,NW,NW,NW,C,C,NW,NW,NW,N
1981-05-27,AW,NW,W,NW,NW,W,AW,AW,AW,A,A,A,ANW,ANW,ANW,A,A,A,E,AE,A,ANE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1981-05-28,ASW,ASW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,SE,ASE,ASE,ASE,AE,C,C,ASE,AS,AS,A,A,A,A,A,A,A,A,A,A,A
1981-05-29,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,SE,SE,SE,SE,C,C,C,C,C,C,AS,AS,AS,A,A,A,A,A,A,A,ASE
1981-05-30,AS,S,S,C,A,A,A,A,A,A,SE,C,A,AS,AS,A,A,AS,E,E,SE,SE,SE,C,C,C,C,C,AS,AS,AS,AS,AS,AS,AS,A,AS,AS,C
1981-05-31,A,AS,C,AS,A,ASE,C,SE,C,ASE,SE,SE,ASE,ASE,ASE,SE,SE,SE,NE,E,E,SE,SE,C,C,C,C,C,AE,AE,AE,A,A,A,A,A,C,C,E
1981-06-01,C,C,C,C,ASE,AS,ASE,ASE,ASE,ASE,SE,SE,AS,AS,ASE,SE,SE,C,NE,C,C,C,SE,A,A,ANE,A,A,C,C,C,C,C,C,C,C,C,C,C
1981-06-02,A,A,C,C,C,A,A,A,A,A,ASE,ASE,A,A,A,C,C,C,NE,E,C,C,AE,AN,AN,A,A,A,A,A,A,A,A,A,A,A,A,A,ANE
1981-06-03,NW,NW,C,C,C,C,C,C,C,A,A,A,C,C,C,A,A,C,NE,E,C,C,A,AN,AN,AN,AN,AN,AN,AN,AN,AN,ANW,ANW,ANW,ANW,AN,AN,AN
1981-06-04,A,AN,AN,AN,N,NW,NW,NW,NW,W,A,A,N,AN,AN,AN,AN,AN,E,AE,ANE,ANE,ANE,A,ANE,A,A,A,A,A,A,A,A,A,A,A,A,A,A
1981-06-05,A,A,A,A,AN,C,C,N,C,C,C,C,C,C,C,AN,AN,AN,E,A,A,A,C,ANE,AE,ASE,A,A,A,A,A,A,A,A,A,A,A,A,A
1981-06-06,A,A,A,A,A,C,C,C,C,C,C,C,C,C,C,A,A,C,E,C,C,C,C,C,C,C,C,C,AE,AE,A,A,A,A,A,A,A,A,C
1981-06-07,A,A,A,A,A,A,C,C,A,C,A,A,A,A,A,A,A,A,E,C,C,C,ASE,ANE,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A
1981-06-08,A,ASW,ASW,ASW,A,A,A,A,A,A,A,A,A,A,A,A,A,A,E,C,SE,SE,C,AN,C,C,A,A,A,A,A,A,A,A,A,A,A,A,A
1981-06-10,ANE,A,A,A,ANE,C,C,C,C,C,C,C,AE,AE,AE,C,C,C,CE,E,C,C,C,E,E,E,E,C,E,E,E,E,AE,AE,AE,ANE,C,C,E
1981-06-11,A,A,A,A,A,C,C,C,C,C,C,C,A,A,A,A,A,A,E,C,C,C,C,E,E,E,C,A,A,A,A,A,A,A,A,A,A,A,A
1981-06-12,NE,NE,NE,NE,NE,C,NE,NE,C,C,C,C,C,C,C,NE,NE,NE,E,E,A,A,C,A,E,A,A,A,E,E,E,ANE,ANE,ANE,ANE,ANE,ANE,ANE,NE
1981-06-13,NE,NE,NE,NE,NE,NE,NE,NE,CNE,C,CNE,CNE,NE,NE,E,NE,NE,NE,E,A,A,C,C,A,A,C,C,A,E,E,E,NE,NE,NE,NE,NE,NE,NE,NE
1981-06-14,ANE,ANE,ANE,AE,ANE,C,NE,NE,NE,C,C,C,AE,AE,AE,NE,NE,NE,E,E,C,C,C,C,E,E,C,A,E,E,E,E,E,AE,AE,A,A,A,E
1981-06-15,ANE,C,ANE,A,AN,C,C,C,AN,A,A,C,A,A,A,A,A,A,E,C,C,C,C,C,C,C,C,C,C,C,C,C,A,A,A,A,A,A,C
1981-06-16,NE,NE,NE,N,N,C,C,C,C,C,C,C,C,C,C,C,C,C,CE,C,C,C,C,C,C,CE,C,C,E,E,E,C,NE,NE,NE,C,C,C,C
1981-06-17,NE,NE,NE,NE,NE,C,C,C,C,CSW,CW,C,NE,NE,NE,C,C,N,C,C,C,C,C,C,C,C,CE,CE,CE,CE,CE,E,NE,NE,NE,N,CNE,CNE,CNE
1981-06-18,NE,NE,NE,NE,NE,CNE,C,C,C,C,CNW,C,NE,NE,NE,N,N,NE,CE,C,C,C,N,C,CE,E,E,E,E,E,E,E,NE,NE,NE,NE,NE,NE,NE
1981-06-19,NE,NE,NE,ANE,ANE,C,C,C,C,C,C,C,ANE,ANE,ANE,ANE,ANE,ANE,E,C,C,C,C,C,C,E,E,E,E,E,E,E,E,NE,NE,C,C,C,E
1981-06-20,C,C,NE,C,C,C,C,C,C,C,C,C,C,AE,AE,A,A,ANE,E,C,C,C,C,C,C,C,C,C,E,E,SE,C,C,C,C,C,C,C,C
1981-06-21,NE,NE,NE,NE,NE,CNE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1981-06-22,NE,NE,NE,NE,NE,C,C,C,C,C,C,C,CNE,CNE,CNE,CNE,CNE,CNE,CNE,C,C,C,C,C,C,C,C,CNE,E,E,E,NE,NE,NE,NE,NE,CNE,CNE,CNE
1981-06-23,NE,NE,NE,NE,CNE,C,C,C,C,C,C,C,CNE,CNE,CNE,C,C,CNE,E,C,C,C,C,CNE,CE,C,E,NE,E,E,E,NE,NE,NE,NE,NE,NE,NE,NE
1981-06-24,N,C,C,C,C,C,C,C,C,ASW,AE,AE,C,C,C,A,A,C,E,E,E,AE,AE,NE,C,C,C,C,C,C,C,C,C,C,C,A,AN,AN,C
1981-06-26,C,C,C,C,C,C,C,C,C,A,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1981-06-27,C,C,C,S,C,A,A,A,A,A,ASE,ASE,AS,AS,AS,ASE,ASE,S,E,SE,SE,SE,SE,C,C,C,C,C,C,C,C,C,CSE,C,C,S,C,C,CSE
1981-06-28,N,C,C,C,C,SW,S,AS,A,A,ASE,ASE,S,S,S,AS,AS,C,NE,E,C,C,ASE,C,C,C,NE,C,C,C,CNE,C,C,C,C,C,C,C,NE
1981-06-29,A,AN,A,AN,AN,AN,AN,AN,ANW,A,A,A,A,A,A,A,A,A,E,E,E,E,AE,E,E,E,E,E,E,E,E,AE,A,A,A,A,A,A,E
1981-06-30,A,A,A,A,A,ANE,ANE,ANE,C,C,C,C,A,A,A,A,A,A,E,E,E,E,E,CE,E,E,E,E,E,E,E,AE,A,A,A,A,A,A,NE
1981-07-01,A,A,A,A,A,A,A,A,A,A,C,C,A,A,A,A,A,A,E,E,C,C,C,CNE,C,C,C,C,C,C,C,AE,AE,A,A,A,A,A,C
1981-07-02,C,C,C,S,C,S,S,S,A,A,S,S,S,S,S,C,C,S,NE,C,C,C,S,N,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
1981-07-03,ANW,NW,NW,NW,NW,W,C,C,C,ASW,A,AS,C,AW,C,C,C,C,NE,C,C,C,A,ANE,ANE,ANE,AN,AN,AN,AN,A,A,A,A,A,ANW,AN,AN,N
1981-07-04,A,A,A,A,AN,N,N,N,N,C,C,C,AN,AN,ANE,AN,AN,AN,E,AE,AE,ANE,ANE,ANE,E,AE,A,A,A,A,A,A,A,A,A,A,A,A,A
1981-07-05,A,A,A,A,A,C,NE,NE,NE,NE,C,C,A,A,A,A,A,ANE,E,AE,AE,ANE,ANE,ANE,E,AE,A,A,A,A,A,A,A,A,A,A,A,A,AE
1981-07-06,A,A,A,A,A,NE,NE,NE,NE,NE,AN,NE,A,ANE,A,ANE,ANE,ANE,E,E,A,A,ANE,E,E,SE,A,A,SE,SE,ASE,A,A,A,A,A,A,A,E
1981-07-07,C,C,C,A,A,C,NE,NE,NE,NE,C,C,AE,AE,AE,A,A,AE,SE,C,C,C,C,C,C,CSE,C,C,C,C,C,C,C,C,C,A,C,C,C
1981-07-08,C,C,C,C,C,C,C,C,C,C,C,C,ASE,SE,SE,C,C,C,C,CSE,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,CSE
1981-07-09,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,NE,C,C,C,C,N,NE,CNE,N,N,C,C,C,C,C,C,C,C,C,C,CNE
